t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,label,ID,date,channel
-553.8333333,-499.5,-465.8333333,-462.1666667,-468.5,-453.5,-402.1666667,-331.5,-273.5,-242.5,-224.8333333,-197.8333333,-168.1666667,-180.1666667,-289.5,-524.8333333,-864.1666667,-1261.5,-1685.166667,-2134.5,-2589.166667,-2980.5,-3209.5,-3235.166667,-3132.5,-3037.5,-3032.833333,-3078.166667,-3061.5,-2908.5,-2633.5,-2293.5,-1930.5,-1559.166667,-1196.5,-875.1666667,-616.8333333,-406.8333333,-221.5,-48.83333333,95.83333333,207.1666667,301.1666667,404.5,529.5,666.1666667,787.1666667,876.1666667,929.5,963.8333333,995.8333333,1033.166667,1066.833333,1075.833333,1053.833333,1015.166667,995.8333333,1016.833333,1074.5,1145.5,1206.833333,1242.833333,1255.5,1252.5,1240.166667,1221.833333,1184.166667,1116.833333,1028.166667,947.8333333,914.5,942.1666667,1013.166667,1095.833333,1163.166667,1218.5,1277.166667,1350.833333,1435.5,1511.833333,1562.166667,1581.166667,1585.166667,1585.5,1586.166667,1576.5,1543.833333,1488.166667,1422.5,1369.5,1342.833333,1340.833333,1341.5,1320.833333,1268.833333,1193.166667,1112.166667,1036.5,968.8333333,901.8333333,829.5,754.1666667,681.5,614.5,554.5,498.1666667,443.8333333,386.5,320.5,246.5,168.8333333,100.5,50.5,18.5,-3.5,-16.83333333,-17.16666667,-5.833333333,9.166666667,15.5,9.833333333,-4.5,-22.83333333,-40.5,-55.83333333,-64.16666667,-68.83333333,-85.5,-132.5,-214.1666667,-301.8333333,-354.1666667,-340.5,-275.1666667,-201.8333333,-161.1666667,-163.1666667,-182.8333333,-192.5,-184.8333333,-174.5,-183.1666667,-221.1666667,-283.8333333,-351.1666667,-402.1666667,-420.8333333,-406.5,-367.8333333,-329.5,-310.8333333,6-Ger,24,15.6.21,2
85.5,97.83333333,74.5,4.166666667,-99.16666667,-195.1666667,-246.8333333,-240.1666667,-193.1666667,-134.1666667,-86.5,-57.5,-38.83333333,-19.83333333,-1.166666667,-16.5,-129.8333333,-407.1666667,-865.8333333,-1441.166667,-1996.833333,-2386.166667,-2542.166667,-2524.833333,-2488.166667,-2560.166667,-2738.5,-2893.833333,-2884.166667,-2680.166667,-2365.166667,-2058.166667,-1808.166667,-1593.833333,-1368.166667,-1118.833333,-865.5,-630.5,-423.1666667,-240.5,-85.83333333,53.5,194.5,349.8333333,510.8333333,649.5,743.5,792.5,816.8333333,831.1666667,844.1666667,857.5,883.1666667,923.1666667,969.1666667,1001.5,1014.166667,1012.166667,1011.833333,1028.833333,1070.166667,1123.166667,1169.833333,1188.833333,1182.5,1170.166667,1173.5,1193.166667,1208.5,1198.166667,1164.833333,1129.5,1112.5,1120.166667,1139.5,1156.833333,1168.5,1179.166667,1195.833333,1220.166667,1240.5,1247.5,1240.5,1222.833333,1203.5,1183.833333,1158.166667,1122.5,1071.833333,1005.833333,928.1666667,844.1666667,759.8333333,674.1666667,585.1666667,491.5,399.5,323.8333333,274.1666667,249.1666667,232.8333333,209.5,171.8333333,124.8333333,83.83333333,61.5,63.16666667,83.83333333,102.8333333,104.8333333,84.16666667,50.83333333,21.83333333,9.833333333,16.83333333,37.5,68.16666667,101.5,125.5,127.8333333,110.1666667,85.83333333,71.5,71.83333333,79.5,83.16666667,75.5,52.83333333,18.83333333,-15.83333333,-39.5,-47.83333333,-49.16666667,-58.83333333,-82.5,-109.8333333,-131.8333333,-143.5,-149.1666667,-155.5,-165.1666667,-173.8333333,-178.8333333,-180.5,-181.8333333,-184.8333333,-183.5,-176.1666667,-159.5,-145.1666667,-148.5,6-Ger,24,15.6.21,2
50.16666667,88.5,100.1666667,87.83333333,72.5,72.5,94.83333333,126.5,148.5,141.5,104.1666667,61.16666667,42.83333333,47.83333333,20.5,-127.8333333,-448.1666667,-921.5,-1462.166667,-1984.5,-2439.166667,-2803.5,-3070.5,-3242.166667,-3337.5,-3378.5,-3369.833333,-3294.166667,-3141.5,-2919.5,-2644.5,-2330.5,-1988.5,-1636.166667,-1296.5,-998.1666667,-758.8333333,-581.8333333,-458.5,-362.8333333,-271.1666667,-169.8333333,-61.83333333,44.5,149.5,263.1666667,395.1666667,550.1666667,723.5,899.8333333,1054.833333,1174.166667,1267.833333,1354.833333,1435.833333,1484.166667,1473.833333,1415.833333,1361.5,1361.5,1417.833333,1486.833333,1528.5,1528.5,1509.166667,1490.833333,1479.166667,1467.833333,1453.166667,1439.833333,1436.5,1442.166667,1452.166667,1463.833333,1478.166667,1500.5,1529.166667,1548.833333,1541.5,1501.833333,1439.166667,1369.166667,1304.166667,1246.5,1194.166667,1144.5,1094.833333,1040.166667,974.5,905.5,846.8333333,807.8333333,784.5,757.8333333,714.8333333,656.1666667,599.1666667,551.5,508.8333333,455.8333333,384.5,302.1666667,230.5,181.5,156.5,141.1666667,123.8333333,97.5,65.5,38.5,24.83333333,23.5,33.5,45.5,54.5,58.16666667,60.83333333,61.16666667,57.16666667,45.5,26.83333333,3.5,-26.83333333,-64.5,-111.8333333,-160.1666667,-194.8333333,-216.5,-237.5,-273.1666667,-328.8333333,-390.1666667,-432.5,-453.1666667,-465.8333333,-485.1666667,-515.1666667,-539.8333333,-542.5,-521.8333333,-495.5,-481.1666667,-483.1666667,-492.8333333,-499.1666667,-499.1666667,-494.8333333,-490.5,-482.8333333,-469.5,-457.8333333,6-Ger,24,15.6.21,2
-46.66666667,-69.33333333,-68,-48,-25.33333333,-10.66666667,-10.66666667,-14.66666667,-12,8,29.33333333,34.66666667,17.33333333,-9.333333333,-37.33333333,-70.66666667,-145.3333333,-313.3333333,-618.6666667,-1054.666667,-1565.333333,-2076,-2520,-2880,-3152,-3338.666667,-3421.333333,-3405.333333,-3289.333333,-3106.666667,-2889.333333,-2661.333333,-2438.666667,-2212,-1968,-1696,-1405.333333,-1102.666667,-816,-550.6666667,-301.3333333,-56,170.6666667,380,570.6666667,736,893.3333333,1038.666667,1165.333333,1274.666667,1372,1460,1545.333333,1618.666667,1678.666667,1732,1780,1820,1848,1848,1824,1780,1737.333333,1708,1701.333333,1697.333333,1690.666667,1660,1605.333333,1540,1466.666667,1406.666667,1364,1340,1326.666667,1321.333333,1313.333333,1308,1302.666667,1288,1273.333333,1244,1206.666667,1162.666667,1116,1077.333333,1053.333333,1032,1010.666667,974.6666667,920,853.3333333,786.6666667,717.3333333,649.3333333,580,510.6666667,449.3333333,397.3333333,349.3333333,305.3333333,266.6666667,233.3333333,202.6666667,168,129.3333333,93.33333333,61.33333333,22.66666667,-17.33333333,-61.33333333,-90.66666667,-108,-126.6666667,-149.3333333,-174.6666667,-202.6666667,-222.6666667,-237.3333333,-253.3333333,-264,-265.3333333,-257.3333333,-244,-237.3333333,-248,-272,-292,-305.3333333,-302.6666667,-298.6666667,-309.3333333,-334.6666667,-366.6666667,-378.6666667,-374.6666667,-356,-341.3333333,-340,-354.6666667,-365.3333333,-374.6666667,-380,-381.3333333,-392,-406.6666667,-413.3333333,-405.3333333,-382.6666667,-361.3333333,-346.6666667,4-Rose,112,16.1 #1,2
-7.333333333,-26,-24.66666667,-16.66666667,-18,-23.33333333,-27.33333333,-27.33333333,-16.66666667,3.333333333,16.66666667,22,20.66666667,18,22,-3.333333333,-98,-302,-643.3333333,-1091.333333,-1594,-2096.666667,-2548.666667,-2916.666667,-3180.666667,-3331.333333,-3370,-3318,-3190,-3003.333333,-2778,-2538,-2291.333333,-2044.666667,-1784.666667,-1504.666667,-1214,-935.3333333,-684.6666667,-459.3333333,-250,-32.66666667,190,407.3333333,602,759.3333333,896.6666667,1026,1156.666667,1282,1391.333333,1475.333333,1552.666667,1626,1698,1747.333333,1763.333333,1759.333333,1739.333333,1723.333333,1727.333333,1743.333333,1760.666667,1755.333333,1716.666667,1660.666667,1606,1559.333333,1516.666667,1467.333333,1402,1346,1327.333333,1331.333333,1342,1340.666667,1328.666667,1311.333333,1294,1275.333333,1252.666667,1223.333333,1182,1142,1095.333333,1044.666667,992.6666667,939.3333333,898,866,835.3333333,800.6666667,750,680.6666667,612.6666667,555.3333333,514,468.6666667,412.6666667,340.6666667,272.6666667,218,180.6666667,154,123.3333333,92.66666667,64.66666667,52.66666667,38,18,-18,-63.33333333,-104.6666667,-139.3333333,-162,-183.3333333,-203.3333333,-223.3333333,-242,-262,-272.6666667,-270,-266,-268.6666667,-278,-300.6666667,-328.6666667,-340.6666667,-334,-307.3333333,-283.3333333,-286,-319.3333333,-359.3333333,-387.3333333,-395.3333333,-384.6666667,-362,-336.6666667,-319.3333333,-302,-307.3333333,-328.6666667,-358,-372.6666667,-347.3333333,-294,-242,-223.3333333,-254,-303.3333333,4-Rose,112,16.1 #1,2
-50.66666667,-36,-38.66666667,-45.33333333,-32,17.33333333,80,137.3333333,165.3333333,153.3333333,92,24,12,70.66666667,50.66666667,-393.3333333,-1665.333333,-3969.333333,-7126.666667,-10614.66667,-13841.33333,-16393.33333,-18148,-19198.66667,-19648,-19505.33333,-18726.66667,-17417.33333,-15877.33333,-14461.33333,-13290.66667,-12148,-10713.33333,-8882.666667,-6877.333333,-5018.666667,-3452,-2102.666667,-834.6666667,392,1537.333333,2592,3586.666667,4522.666667,5362.666667,6061.333333,6598.666667,7028,7414.666667,7808,8210.666667,8578.666667,8860,9042.666667,9132,9132,9016,8805.333333,8570.666667,8438.666667,8464,8593.333333,8692,8665.333333,8509.333333,8284,8038.666667,7798.666667,7576,7400,7304,7298.666667,7337.333333,7344,7268,7093.333333,6865.333333,6654.666667,6502.666667,6410.666667,6326.666667,6193.333333,5984,5698.666667,5358.666667,5002.666667,4669.333333,4398.666667,4196,4038.666667,3882.666667,3685.333333,3426.666667,3114.666667,2784,2473.333333,2212,2001.333333,1832,1672,1496,1293.333333,1056,796,552,361.3333333,258.6666667,213.3333333,168,56,-130.6666667,-352,-565.3333333,-736,-861.3333333,-925.3333333,-941.3333333,-956,-1012,-1125.333333,-1266.666667,-1389.333333,-1461.333333,-1477.333333,-1449.333333,-1402.666667,-1364,-1358.666667,-1393.333333,-1458.666667,-1534.666667,-1605.333333,-1642.666667,-1637.333333,-1589.333333,-1550.666667,-1546.666667,-1577.333333,-1605.333333,-1604,-1577.333333,-1552,-1530.666667,-1509.333333,-1480,-1445.333333,-1420,-1422.666667,-1446.666667,-1482.666667,-1498.666667,4-Rose,113,16.1 #2,2
-82,-47.33333333,-38,-56.66666667,-91.33333333,-110,-107.3333333,-78,-30,18,12.66666667,-67.33333333,-151.3333333,-120.6666667,47.33333333,47.33333333,-728.6666667,-2832.666667,-6274,-10378,-14168.66667,-16892.66667,-18299.33333,-18550,-17951.33333,-16808.66667,-15426,-14084.66667,-12968.66667,-12076.66667,-11246,-10259.33333,-8992.666667,-7470,-5852.666667,-4314,-2987.333333,-1898,-962,-71.33333333,862,1848.666667,2843.333333,3759.333333,4527.333333,5114,5539.333333,5884.666667,6227.333333,6604.666667,6995.333333,7339.333333,7620.666667,7843.333333,8000.666667,8068.666667,8024.666667,7902,7755.333333,7635.333333,7584.666667,7610,7700.666667,7794,7810,7672.666667,7391.333333,7043.333333,6716.666667,6484.666667,6380.666667,6407.333333,6534,6692.666667,6788.666667,6754,6590,6355.333333,6107.333333,5887.333333,5695.333333,5522,5336.666667,5111.333333,4827.333333,4511.333333,4190,3907.333333,3672.666667,3479.333333,3327.333333,3178,2999.333333,2779.333333,2524.666667,2262,2008.666667,1762,1540.666667,1368.666667,1252.666667,1158,1020.666667,808.6666667,548.6666667,294,111.3333333,-10,-87.33333333,-159.3333333,-230,-311.3333333,-424.6666667,-575.3333333,-748.6666667,-880.6666667,-936.6666667,-919.3333333,-887.3333333,-892.6666667,-962,-1084.666667,-1232.666667,-1372.666667,-1476.666667,-1514,-1491.333333,-1458,-1460.666667,-1510,-1574,-1608.666667,-1590,-1548.666667,-1500.666667,-1462,-1434,-1416.666667,-1428.666667,-1479.333333,-1548.666667,-1615.333333,-1634,-1604.666667,-1543.333333,-1472.666667,-1427.333333,-1414,-1426,-1462,-1506,4-Rose,113,16.1 #2,2
10.66666667,57.33333333,78.66666667,80,65.33333333,50.66666667,53.33333333,62.66666667,70.66666667,50.66666667,-22.66666667,-106.6666667,-82.66666667,84,176,-284,-1792,-4436,-7749.333333,-10977.33333,-13532,-15248,-16266.66667,-16737.33333,-16690.66667,-16092,-15005.33333,-13660,-12300,-11064,-9905.333333,-8682.666667,-7304,-5781.333333,-4220,-2741.333333,-1422.666667,-273.3333333,750.6666667,1709.333333,2606.666667,3389.333333,4000,4420,4724,5014.666667,5360,5761.333333,6144,6445.333333,6660,6860,7109.333333,7392,7625.333333,7721.333333,7693.333333,7602.666667,7504,7388,7213.333333,6982.666667,6753.333333,6586.666667,6486.666667,6389.333333,6232,5972,5629.333333,5265.333333,4969.333333,4820,4838.666667,4981.333333,5173.333333,5334.666667,5414.666667,5388,5236,4996,4744,4562.666667,4473.333333,4444,4380,4224,3990.666667,3732,3505.333333,3336,3216,3098.666667,2944,2728,2453.333333,2154.666667,1877.333333,1658.666667,1505.333333,1389.333333,1269.333333,1118.666667,937.3333333,741.3333333,545.3333333,354.6666667,204,90.66666667,25.33333333,-22.66666667,-85.33333333,-206.6666667,-380,-578.6666667,-760,-884,-944,-966.6666667,-990.6666667,-1040,-1113.333333,-1188,-1236,-1272,-1304,-1337.333333,-1342.666667,-1301.333333,-1224,-1161.333333,-1161.333333,-1240,-1341.333333,-1428,-1456,-1429.333333,-1377.333333,-1332,-1316,-1334.666667,-1364,-1382.666667,-1381.333333,-1376,-1394.666667,-1412,-1394.666667,-1313.333333,-1181.333333,-1061.333333,-1001.333333,4-Rose,113,16.1 #2,2
29.16666667,30.16666667,28.16666667,26.5,26.16666667,35.83333333,60.16666667,81.5,50.83333333,-56.16666667,-154.8333333,-71.83333333,198.8333333,218.5,-786.1666667,-3321.5,-6958.166667,-10377.16667,-12209.83333,-12008.5,-10455.5,-8708.833333,-7533.166667,-6960.166667,-6574.166667,-5995.833333,-5143.166667,-4177.166667,-3293.833333,-2568.833333,-1926.166667,-1237.833333,-449.8333333,366.5,1075.166667,1582.166667,1894.166667,2094.5,2293.5,2586.5,3027.833333,3594.166667,4166.166667,4591.166667,4778.5,4759.166667,4646.833333,4531.5,4419.5,4273.5,4085.5,3897.833333,3763.5,3697.166667,3671.833333,3675.833333,3723.166667,3822.166667,3911.166667,3869.833333,3609.5,3176.833333,2736.5,2460.166667,2392.5,2437.833333,2456.5,2377.166667,2219.833333,2049.5,1931.166667,1932.5,2119.833333,2516.833333,3055.166667,3568.166667,3863.833333,3831.166667,3507.5,3052.5,2658.166667,2436.166667,2377.5,2371.166667,2285.833333,2053.5,1699.833333,1315.5,996.8333333,791.8333333,676.5,587.5,473.8333333,329.8333333,179.5,52.16666667,-39.16666667,-95.16666667,-121.1666667,-124.5,-122.1666667,-149.1666667,-227.5,-356.5,-507.1666667,-651.1666667,-781.1666667,-908.1666667,-1047.833333,-1199.166667,-1348.166667,-1474.833333,-1574.833333,-1656.5,-1741.166667,-1835.833333,-1924.166667,-1978.166667,-1972.833333,-1906.833333,-1803.166667,-1693.5,-1603.166667,-1540.833333,-1493.833333,-1433.833333,-1333.5,-1188.833333,-1023.833333,-869.8333333,-740.8333333,-638.8333333,-559.1666667,-493.8333333,-436.5,-377.5,-313.5,-253.1666667,-206.8333333,-178.1666667,-166.8333333,-173.5,-199.8333333,-239.8333333,-276.1666667,-291.8333333,-283.5,-268.8333333,-273.5,-305.8333333,-355.1666667,1-Benz,65,16.11.21,2
16.16666667,11.16666667,8.166666667,2.5,-4.833333333,-9.166666667,-2.833333333,20.5,55.83333333,66.83333333,15.16666667,-58.83333333,-30.16666667,144.5,223.8333333,-264.5,-1664.166667,-3828.166667,-6147.833333,-8002.5,-9153.5,-9706.833333,-9834.166667,-9595.166667,-8984.166667,-8048.833333,-6916.166667,-5739.166667,-4656.833333,-3775.833333,-3119.166667,-2586.833333,-2000.833333,-1258.5,-418.8333333,337.1666667,872.1666667,1195.5,1448.5,1772.5,2221.833333,2760.166667,3313.166667,3785.166667,4088.5,4188.166667,4136.833333,4061.5,4059.5,4143.5,4259.5,4356.833333,4412.5,4384.166667,4200.833333,3845.833333,3441.166667,3198.166667,3235.166667,3452.833333,3608.5,3526.833333,3217.5,2816.166667,2461.5,2247.833333,2231.5,2404.166667,2643.833333,2764.5,2669.166667,2449.5,2308.833333,2377.833333,2620.166667,2897.166667,3090.833333,3143.166667,3033.5,2759.5,2372.166667,1978.166667,1696.5,1566.166667,1524.833333,1462.5,1320.833333,1126.5,953.8333333,845.8333333,777.5,697.5,580.8333333,449.8333333,339.5,267.1666667,222.8333333,193.8333333,170.8333333,139.5,82.83333333,-8.166666667,-119.5,-220.5,-278.1666667,-277.1666667,-226.1666667,-163.1666667,-128.8333333,-153.1666667,-231.1666667,-324.8333333,-396.8333333,-416.5,-384.1666667,-316.8333333,-251.1666667,-225.1666667,-267.8333333,-369.8333333,-486.1666667,-563.5,-574.1666667,-538.8333333,-503.8333333,-514.8333333,-585.5,-694.8333333,-801.8333333,-860.8333333,-849.8333333,-783.8333333,-711.1666667,-681.8333333,-718.5,-804.5,-894.5,-945.1666667,-933.8333333,-870.1666667,-786.8333333,-725.5,-710.8333333,-740.8333333,-788.1666667,-818.8333333,-810.5,-772.8333333,-734.5,-725.8333333,-753.1666667,1-Benz,65,16.11.21,2
6.166666667,13.16666667,18.16666667,20.5,24.16666667,35.83333333,65.16666667,96.5,73.83333333,-35.16666667,-140.8333333,-54.83333333,239.8333333,290.5,-698.1666667,-3218.5,-6793.166667,-10069.16667,-11753.83333,-11556.5,-10254.5,-8924.833333,-8104.166667,-7635.166667,-7096.166667,-6259.833333,-5192.166667,-4073.166667,-3027.833333,-2081.833333,-1201.166667,-358.8333333,432.1666667,1122.5,1694.166667,2188.166667,2671.166667,3133.5,3498.5,3725.5,3888.833333,4110.166667,4411.166667,4658.166667,4699.5,4538.166667,4338.833333,4279.5,4391.5,4550.5,4598.5,4461.833333,4177.5,3825.166667,3480.833333,3200.833333,3022.166667,2947.166667,2932.166667,2929.833333,2949.5,3062.833333,3283.5,3479.166667,3417.5,2968.833333,2240.5,1517.166667,1067.833333,1003.5,1278.166667,1779.5,2366.833333,2884.833333,3193.166667,3240.166667,3097.833333,2909.166667,2784.5,2733.5,2673.166667,2497.166667,2166.5,1745.166667,1366.833333,1160.5,1153.833333,1257.5,1316.833333,1213.833333,930.5,555.5,225.8333333,47.83333333,39.5,133.1666667,205.8333333,157.8333333,-43.16666667,-336.5,-611.1666667,-767.1666667,-780.5,-705.5,-638.1666667,-650.1666667,-758.1666667,-924.1666667,-1084.833333,-1188.166667,-1209.166667,-1158.833333,-1085.833333,-1040.5,-1056.166667,-1123.833333,-1213.166667,-1290.166667,-1332.833333,-1331.833333,-1291.166667,-1228.5,-1173.166667,-1152.833333,-1169.833333,-1205.833333,-1228.5,-1212.833333,-1157.833333,-1081.833333,-1019.833333,-993.8333333,-1004.166667,-1027.833333,-1038.5,-1018.5,-966.5,-890.1666667,-806.8333333,-739.1666667,-706.8333333,-713.5,-739.8333333,-756.8333333,-740.1666667,-686.8333333,-614.5,-553.8333333,-527.5,-536.8333333,-565.1666667,1-Benz,65,16.11.21,2
3.833333333,9.833333333,13.83333333,13.16666667,9.833333333,10.5,15.83333333,25.16666667,32.5,28.5,7.833333333,-6.166666667,16.5,63.16666667,32.5,-229.8333333,-796.5,-1557.5,-2259.166667,-2689.833333,-2810.833333,-2741.166667,-2622.5,-2519.5,-2414.5,-2271.166667,-2072.5,-1827.5,-1565.166667,-1325.166667,-1136.5,-998.1666667,-874.1666667,-728.8333333,-545.1666667,-343.1666667,-151.1666667,8.166666667,124.1666667,198.1666667,240.5,267.8333333,296.8333333,341.8333333,406.1666667,494.8333333,596.5,691.1666667,758.1666667,790.1666667,808.1666667,832.5,875.1666667,927.8333333,976.5,1010.5,1028.833333,1030.833333,1019.833333,999.5,978.1666667,963.5,960.1666667,966.8333333,977.1666667,984.5,983.1666667,968.8333333,944.5,915.1666667,886.8333333,867.1666667,861.5,875.5,906.8333333,944.8333333,979.5,1003.833333,1018.166667,1021.166667,1014.833333,997.8333333,970.1666667,939.8333333,911.5,889.1666667,870.5,847.1666667,813.5,768.5,721.1666667,679.1666667,650.5,632.5,616.1666667,592.8333333,559.5,520.5,476.5,431.1666667,389.5,352.5,321.1666667,295.1666667,270.5,244.5,214.5,178.5,141.8333333,111.5,93.5,88.83333333,85.83333333,77.16666667,58.5,33.83333333,9.5,-10.5,-24.16666667,-35.16666667,-44.5,-55.83333333,-68.5,-83.16666667,-95.16666667,-107.1666667,-119.8333333,-137.1666667,-156.1666667,-172.1666667,-181.1666667,-187.1666667,-193.5,-207.1666667,-225.8333333,-244.8333333,-256.8333333,-257.5,-247.1666667,-231.5,-223.1666667,-225.8333333,-236.1666667,-246.1666667,-247.5,-240.1666667,-228.8333333,-218.1666667,-211.8333333,-210.1666667,-213.5,6-Ger,65,16.11.21,2
-12,-5,5,15.33333333,22,21.66666667,15,9.333333333,11.66666667,21.66666667,27,17,3.666666667,13.33333333,35.66666667,-12.66666667,-262.3333333,-786.3333333,-1499,-2184.666667,-2633.666667,-2778,-2701.333333,-2544.333333,-2394.333333,-2266,-2129.333333,-1958.333333,-1747,-1514,-1293.333333,-1108,-961,-831.6666667,-696,-548,-393,-238.6666667,-82.66666667,75.33333333,227.6666667,357,450,509,552.3333333,600,665.6666667,748.3333333,841.3333333,931.3333333,1006.333333,1051.666667,1062.333333,1041,1002.666667,963.6666667,932,908,889,877.6666667,877.3333333,889.6666667,910.3333333,926,930.3333333,925.6666667,920.3333333,912,895.6666667,869.3333333,842,834.3333333,854.6666667,894.6666667,937,966,978.6666667,981,975.3333333,961.3333333,941,921,903.3333333,887,861.6666667,825.3333333,780.6666667,733.3333333,689.6666667,651.6666667,615.3333333,580.3333333,544.6666667,508.6666667,471.3333333,431,388.6666667,345.6666667,307.6666667,275.3333333,247.6666667,215.6666667,174.3333333,127.3333333,85.66666667,55.66666667,38.66666667,24.66666667,10,-9.333333333,-32.33333333,-55,-76,-90.66666667,-100.3333333,-110,-123.3333333,-142.3333333,-162,-175,-180.3333333,-184.6666667,-187.3333333,-189,-185,-173,-157.6666667,-147,-144,-148,-153,-154,-148.3333333,-136,-120.6666667,-105.6666667,-97.66666667,-99.33333333,-106,-111.3333333,-113,-110.6666667,-108,-105,-103.3333333,-102,-106.6666667,-117,-126.6666667,-130,-122.3333333,6-Ger,65,16.11.21,2
144.6666667,91.33333333,52.66666667,42,72.66666667,139.3333333,203.3333333,223.3333333,222,227.3333333,215.3333333,168.6666667,151.3333333,288.6666667,531.3333333,419.3333333,-786,-3555.333333,-7686,-12372.66667,-16767.33333,-20408.66667,-23206,-25166,-26244.66667,-26420.66667,-25807.33333,-24635.33333,-23166,-21540.66667,-19823.33333,-17991.33333,-16002,-13876.66667,-11720.66667,-9676.666667,-7808.666667,-6062,-4340.666667,-2574,-751.3333333,1122,2995.333333,4743.333333,6216.666667,7326,8152.666667,8850,9538,10207.33333,10788.66667,11219.33333,11515.33333,11727.33333,11928.66667,12134,12335.33333,12474,12510,12456.66667,12352.66667,12239.33333,12130,12015.33333,11883.33333,11688.66667,11386,10988.66667,10600.66667,10332.66667,10216.66667,10155.33333,10022,9787.333333,9518,9310,9206,9163.333333,9136.666667,9076.666667,8964.666667,8791.333333,8538,8230,7914,7652.666667,7458,7270,7014,6654,6204.666667,5736.666667,5315.333333,5012.666667,4827.333333,4680.666667,4431.333333,3995.333333,3454,2971.333333,2659.333333,2468.666667,2263.333333,1948.666667,1572.666667,1240.666667,1011.333333,842,663.3333333,466,276.6666667,120.6666667,-10,-156.6666667,-327.3333333,-534,-774,-1014,-1215.333333,-1338,-1380.666667,-1394,-1435.333333,-1547.333333,-1718,-1898,-2008.666667,-1992.666667,-1858,-1694,-1610,-1628.666667,-1687.333333,-1731.333333,-1766,-1842,-1942,-1962,-1854,-1671.333333,-1571.333333,-1632.666667,-1798,-1948.666667,-1996.666667,-1936.666667,-1823.333333,-1724.666667,-1675.333333,-1684.666667,-1714,4-Rose,114,17.1 #1,2
116.6666667,107.3333333,92.66666667,86,72.66666667,39.33333333,-8.666666667,-44.66666667,-30,11.33333333,11.33333333,-51.33333333,-76.66666667,56.66666667,215.3333333,-172.6666667,-1934,-5539.333333,-10662,-16284.66667,-21299.33333,-25096.66667,-27670,-29318,-30268.66667,-30552.66667,-30099.33333,-28903.33333,-27122,-24996.66667,-22747.33333,-20463.33333,-18130,-15728.66667,-13308.66667,-10952.66667,-8720.666667,-6602,-4556.666667,-2570,-659.3333333,1142,2787.333333,4255.333333,5560.666667,6766,7932.666667,9094,10218,11211.33333,12012.66667,12607.33333,13043.33333,13387.33333,13692.66667,13966,14207.33333,14406,14526,14536.66667,14428.66667,14231.33333,14010,13807.33333,13619.33333,13416.66667,13198,12992.66667,12804.66667,12600.66667,12324.66667,11975.33333,11610,11291.33333,11074,10974,10954,10975.33333,10976.66667,10928.66667,10812.66667,10627.33333,10358,10022,9662,9312.666667,8994,8678,8334,7934,7484.666667,7024.666667,6583.333333,6192.666667,5863.333333,5576.666667,5287.333333,4963.333333,4602,4227.333333,3863.333333,3508.666667,3147.333333,2776.666667,2400.666667,2044.666667,1723.333333,1422,1131.333333,846,564.6666667,292.6666667,22,-240.6666667,-495.3333333,-722,-914,-1070,-1199.333333,-1310,-1412.666667,-1514,-1615.333333,-1719.333333,-1814,-1910,-2000.666667,-2084.666667,-2162,-2230,-2278,-2308.666667,-2319.333333,-2323.333333,-2338,-2346,-2338,-2306,-2262,-2239.333333,-2259.333333,-2304.666667,-2354,-2376.666667,-2372.666667,-2336.666667,-2291.333333,-2232.666667,-2183.333333,-2152.666667,-2142,4-Rose,114,17.1 #1,2
